,SC-0-px,SC-0-py,SC-0-pz,SC-0-vx,SC-0-vy,SC-0-vz,SC-1-px,SC-1-py,SC-1-pz,SC-1-vx,SC-1-vy,SC-1-vz,SC-2-px,SC-2-py,SC-2-pz,SC-2-vx,SC-2-vy,SC-2-vz,SC-3-px,SC-3-py,SC-3-pz,SC-3-vx,SC-3-vy,SC-3-vz,SC-4-px,SC-4-py,SC-4-pz,SC-4-vx,SC-4-vy,SC-4-vz,SC-5-px,SC-5-py,SC-5-pz,SC-5-vx,SC-5-vy,SC-5-vz,SC-6-px,SC-6-py,SC-6-pz,SC-6-vx,SC-6-vy,SC-6-vz,SC-7-px,SC-7-py,SC-7-pz,SC-7-vx,SC-7-vy,SC-7-vz,SC-8-px,SC-8-py,SC-8-pz,SC-8-vx,SC-8-vy,SC-8-vz,SC-9-px,SC-9-py,SC-9-pz,SC-9-vx,SC-9-vy,SC-9-vz
408.0,-115.7045,-111.874,467.8566,-5.020626999999999,0.22754699999999997,0.05110463,-471.7256,817.7502,514.2424,-4.218141999999999,1.014959,0.6063108,-1363.9389999999999,1596.1670000000001,-154.9215,-4.385244,2.988937,-0.8174781999999999,-758.5198,692.5439,-10.366719999999999,-5.8012239999999995,1.6481689999999998,-0.05215442,-1273.537,1312.3139999999999,232.6439,-4.651753,2.7889939999999998,-0.32097600000000004,-1490.7939999999999,296.0205,38.60895,-3.9836970000000003,3.273613,0.01346308,-792.699,857.8687,-316.2271,-4.130269999999999,1.725855,0.3591868,-1700.0420000000001,223.3441,568.4105,-4.125217,3.7370449999999997,0.1422128,-1451.109,1554.75,490.9697,-4.715066,3.181639,0.2667329,-566.4085,-782.3148,-271.1951,-4.405801,1.228294,1.064157
409.0,-120.7311,-111.641,467.9074,-5.032541,0.2385382,0.05044708,-475.9495,818.7699,514.8484,-4.229623,1.0241719999999999,0.6055961,-1368.329,1599.161,-155.7391,-4.395638,2.998519,-0.8173708000000001,-764.3266,694.1986,-10.41892,-5.812358000000001,1.660886,-0.05222456,-1278.194,1315.109,232.3227,-4.662257,2.799166,-0.3213449,-1494.783,299.2991,38.62235,-3.99393,3.282304,0.0133327,-796.8348,859.5993,-315.8677,-4.141358,1.7348729999999999,0.3594925,-1704.172,227.0866,568.5524,-4.1351949999999995,3.74605,0.1414311,-1455.829,1557.9379999999999,491.2361,-4.725354,3.19195,0.2660465,-570.82,-781.0816,-270.1307,-4.417161,1.2379229999999999,1.064408
410.0,-125.7696,-111.3969,467.9575,-5.044449,0.24955549999999999,0.04978931,-480.1849,819.7988,515.4537,-4.241098,1.033411,0.6048805,-1372.73,1602.165,-156.5566,-4.406026,3.008123,-0.8172623999999999,-770.1445,695.866,-10.47118,-5.823484,1.673628,-0.05229478,-1282.861,1317.914,232.0011,-4.672755,2.80936,-0.32171350000000004,-1498.7820000000002,302.5865,38.63562,-4.004159,3.2910190000000004,0.01320216,-800.9817,861.3389,-315.5081,-4.1524410000000005,1.743916,0.35979759999999994,-1708.3120000000001,230.8381,568.6935,-4.145168,3.7550760000000003,0.1406491,-1460.559,1561.136,491.5019,-4.735636,3.202284,0.2653596,-575.2428,-779.8387,-269.0661,-4.428515,1.247577,1.064657
411.0,-130.82,-111.1418,468.007,-5.05635,0.26059899999999997,0.04913133,-484.4317,820.8369,516.0582,-4.252567,1.042676,0.6041641,-1377.141,1605.1779999999999,-157.3739,-4.416409,3.0177490000000002,-0.8171531999999999,-775.9736,697.5462,-10.52352,-5.8346029999999995,1.686395,-0.05236508,-1287.539,1320.729,231.6791,-4.683247,2.819578,-0.32208190000000003,-1502.7910000000002,305.8826,38.648759999999996,-4.014382,3.299756,0.01307146,-805.1397,863.0876,-315.1481,-4.163519,1.7529830000000002,0.3601022,-1712.463,234.5987,568.8338,-4.155136,3.764125,0.1398667,-1465.3,1564.344,491.767,-4.745912000000001,3.212641,0.2646722,-579.677,-778.5862,-268.0012,-4.439864,1.257255,1.064904
412.0,-135.8823,-110.8757,468.0558,-5.068245,0.2716687,0.04847315,-488.69,821.8843,516.6621,-4.264031,1.051965,0.6034467,-1381.5629999999999,1608.2020000000002,-158.1912,-4.426786,3.027399,-0.8170432,-781.8137,699.2392,-10.57593,-5.845715,1.699186,-0.05243546,-1292.228,1323.5539999999999,231.3568,-4.693734,2.829819,-0.32245,-1506.81,309.1875,38.661770000000004,-4.0246010000000005,3.3085150000000003,0.01294059,-809.3088,864.8453,-314.7878,-4.174592,1.7620740000000001,0.36040609999999995,-1716.6229999999998,238.3683,568.9733,-4.165098,3.773195,0.13908399999999999,-1470.0510000000002,1567.5620000000001,492.0313,-4.756182,3.22302,0.2639843,-584.1226,-777.324,-266.9361,-4.451207,1.266959,1.06515
413.0,-140.9565,-110.5984,468.1039,-5.080133999999999,0.2827645,0.04781476,-492.9597,822.941,517.2652,-4.2754900000000005,1.06128,0.6027284,-1385.995,1611.234,-159.0084,-4.437157,3.037072,-0.8169323000000001,-787.665,700.945,-10.6284,-5.85682,1.7120009999999999,-0.05250592,-1296.927,1326.389,231.0341,-4.704214,2.8400819999999998,-0.3228179,-1510.84,312.5011,38.67465,-4.034814,3.317297,0.01280957,-813.4889,866.6122,-314.4272,-4.185658999999999,1.77119,0.36070949999999996,-1720.793,242.147,569.112,-4.175055,3.782287,0.138301,-1474.8120000000001,1570.7910000000002,492.295,-4.766446,3.233421,0.26329600000000003,-588.5794,-776.052,-265.8708,-4.462544,1.2766879999999998,1.065395
414.0,-146.0426,-110.3101,468.1514,-5.092016,0.2938865,0.04715617,-497.241,824.0071,517.8676,-4.286944,1.0706200000000001,0.6020093000000001,-1390.4370000000001,1614.277,-159.8254,-4.447523,3.046767,-0.8168205,-793.5274,702.6636,-10.68095,-5.867918,1.724841,-0.05257647,-1301.636,1329.235,230.711,-4.714689,2.8503689999999997,-0.32318559999999996,-1514.88,315.8235,38.68739,-4.0450230000000005,3.3261010000000004,0.01267838,-817.6801,868.3881,-314.0663,-4.196721,1.78033,0.3610123,-1724.973,245.9348,569.25,-4.185007,3.7914019999999997,0.13751770000000002,-1479.5839999999998,1574.031,492.558,-4.7767040000000005,3.243846,0.2626072,-593.0476,-774.7704,-264.8052,-4.473876000000001,1.286442,1.0656379999999999
415.0,-151.1405,-110.0106,468.1982,-5.103892,0.30503470000000005,0.04649737,-501.5336,825.0825,518.4693,-4.298392,1.079985,0.6012893,-1394.89,1617.329,-160.6423,-4.457883,3.056485,-0.8167079,-799.4008,704.3951,-10.73357,-5.879008,1.7377049999999998,-0.05264709,-1306.356,1332.0910000000001,230.3876,-4.725157,2.860679,-0.32355300000000004,-1518.93,319.1548,38.70001,-4.055226,3.3349279999999997,0.01254703,-821.8823,870.1733,-313.7051,-4.207778,1.789495,0.3613145,-1729.1629999999998,249.7318,569.3871,-4.194954,3.8005379999999995,0.13673410000000003,-1484.366,1577.28,492.8204,-4.786956,3.254292,0.2619179,-597.5272,-773.4789,-263.7393,-4.485203,1.2962200000000001,1.06588
416.0,-156.2503,-109.7,468.2444,-5.115761,0.3162089,0.04583837,-505.8377,826.1673,519.0703,-4.3098339999999995,1.089375,0.6005684,-1399.3529999999998,1620.391,-161.4591,-4.4682379999999995,3.066226,-0.8165944,-805.2854,706.1394,-10.78626,-5.89009,1.7505939999999998,-0.05271779,-1311.0870000000002,1334.9579999999999,230.0638,-4.73562,2.871012,-0.32392009999999993,-1522.991,322.4948,38.71249,-4.065424,3.3437769999999998,0.01241553,-826.0956,871.9676,-313.3436,-4.2188300000000005,1.798684,0.3616162,-1733.3629999999998,253.5379,569.5235,-4.204895,3.8096949999999996,0.1359501,-1489.158,1580.5410000000002,493.082,-4.797203,3.2647619999999997,0.2612282,-602.018,-772.1777,-262.6732,-4.496523000000001,1.306024,1.0661200000000002
417.0,-161.372,-109.3781,468.2899,-5.127624,0.32740929999999996,0.04517918,-510.1533,827.2614,519.6706,-4.321271,1.098791,0.5998465999999999,-1403.826,1623.463,-162.2758,-4.478587,3.07599,-0.81648,-811.181,707.8967,-10.83902,-5.901166,1.763507,-0.05278857,-1315.8270000000002,1337.8339999999998,229.7396,-4.746077,2.881368,-0.324287,-1527.0610000000001,325.8438,38.72485,-4.075617,3.3526480000000003,0.01228386,-830.32,873.7711,-312.9817,-4.229876,1.807897,0.3619172,-1737.5729999999999,257.3531,569.6591,-4.214830999999999,3.818875,0.13516589999999998,-1493.96,1583.8110000000001,493.3429,-4.807443,3.275254,0.260538,-606.5202,-770.8666,-261.6069,-4.507838,1.315852,1.066359
418.0,-166.5056,-109.0451,468.3348,-5.139481,0.3386358,0.04451978,-514.4803,828.365,520.2701,-4.3327029999999995,1.108231,0.5991239,-1408.31,1626.5439999999999,-163.0924,-4.48893,3.0857759999999996,-0.8163648,-817.0877,709.6669,-10.89185,-5.9122330000000005,1.776444,-0.05285942,-1320.579,1340.721,229.4151,-4.756526999999999,2.891746,-0.3246536,-1531.142,329.2016,38.73707,-4.085804,3.361542,0.01215205,-834.5554,875.5838,-312.6196,-4.240917,1.817134,0.36221770000000003,-1741.7920000000001,261.1776,569.7939,-4.224762,3.8280769999999995,0.13438129999999998,-1498.773,1587.0929999999998,493.6032,-4.817677,3.285768,0.2598474,-611.0337,-769.5457,-260.5403,-4.519147,1.325705,1.0665959999999999
419.0,-171.651,-108.7008,468.379,-5.151331,0.3498883,0.04386019,-518.8187,829.4781,520.8689,-4.344129,1.117697,0.5984003999999999,-1412.8039999999999,1629.636,-163.9089,-4.499268,3.095585,-0.8162486999999999,-823.0055,711.45,-10.94475,-5.923294,1.789405,-0.05293035,-1325.34,1343.619,229.0902,-4.766972,2.902148,-0.32502,-1535.233,332.5684,38.749159999999996,-4.095987,3.370459,0.01202007,-838.8018,877.4058,-312.2572,-4.251951999999999,1.826396,0.3625175,-1746.0220000000002,265.0113,569.9279,-4.234687,3.8373,0.13359649999999998,-1503.596,1590.384,493.8627,-4.827905,3.2963050000000003,0.2591562,-615.5585,-768.215,-259.4735,-4.530451,1.335584,1.066832
420.0,-176.8082,-108.3453,468.4225,-5.163174,0.3611669,0.0432004,-523.1685,830.6007,521.467,-4.35555,1.1271879999999999,0.597676,-1417.308,1632.737,-164.7253,-4.5096,3.1054169999999996,-0.8161318000000001,-828.9343,713.2461,-10.99772,-5.934347,1.802391,-0.05300135,-1330.1129999999998,1346.527,228.7649,-4.777411,2.912573,-0.3253861,-1539.3339999999998,335.9441,38.761109999999995,-4.106164,3.379397,0.01188794,-843.0593,879.2371,-311.8945,-4.262982,1.8356810000000001,0.36281679999999994,-1750.2620000000002,268.8542,570.0611,-4.244607,3.846545,0.1328113,-1508.4289999999999,1593.6870000000001,494.1216,-4.838126,3.306864,0.2584647,-620.0946,-766.8743,-258.4064,-4.541748,1.345487,1.067067
421.0,-181.9773,-107.9784,468.4654,-5.175012000000001,0.3724716,0.04254042,-527.5298,831.7327,522.0643,-4.366965,1.1367040000000002,0.5969507,-1421.8229999999999,1635.848,-165.5415,-4.519926,3.115272,-0.816014,-834.8742,715.0552,-11.05076,-5.945393,1.815402,-0.05307243,-1334.895,1349.445,228.4393,-4.787843,2.923021,-0.32575190000000004,-1543.445,339.3287,38.772940000000006,-4.116336,3.3883589999999995,0.01175566,-847.3278,881.0776,-311.5315,-4.274007,1.8449919999999997,0.36311550000000004,-1754.511,272.7064,570.1936,-4.254522,3.855813,0.13202579999999997,-1513.2720000000002,1597.0,494.3798,-4.848342,3.317446,0.2577726,-624.642,-765.5237,-257.3392,-4.55304,1.355415,1.0673
422.0,-187.1583,-107.6002,468.5076,-5.1868419999999995,0.38380240000000004,0.04188025,-531.9025,832.8743,522.661,-4.378375,1.1462450000000002,0.5962244999999999,-1426.348,1638.969,-166.3576,-4.530247,3.125149,-0.8158953,-840.8251,716.8773,-11.10388,-5.956430999999999,1.828436,-0.05314358,-1339.6879999999999,1352.374,228.1133,-4.79827,2.933491,-0.3261175,-1547.566,342.7223,38.78463,-4.126503,3.3973419999999996,0.01162323,-851.6073,882.9275,-311.1682,-4.285026,1.854326,0.3634136,-1758.771,276.5679,570.3253,-4.264431,3.865101,0.13124,-1518.125,1600.3229999999999,494.6373,-4.8585519999999995,3.32805,0.2570801,-629.2007,-764.1632,-256.2717,-4.564327,1.365367,1.067531
423.0,-192.351,-107.2107,468.5491,-5.198666,0.3951591,0.04121989,-536.2865,834.0254,523.2569,-4.389779,1.1558110000000001,0.5954975,-1430.884,1642.1,-167.1736,-4.540562,3.135049,-0.8157758,-846.787,718.7125,-11.157060000000001,-5.967462,1.841495,-0.0532148,-1344.4920000000002,1355.3129999999999,227.7869,-4.8086910000000005,2.943985,-0.3264829,-1551.6979999999999,346.1249,38.79619,-4.136665,3.4063480000000004,0.01149064,-855.8978,884.7868,-310.8046,-4.2960400000000005,1.8636849999999998,0.3637112,-1763.04,280.4386,570.4561,-4.274335,3.8744120000000004,0.1304539,-1522.989,1603.6570000000002,494.8941,-4.868755,3.3386769999999997,0.25638720000000004,-633.7707,-762.7927,-255.2039,-4.575607,1.375345,1.067762
424.0,-197.5556,-106.8099,468.59,-5.210483999999999,0.4065419,0.04055934,-540.682,835.1861,523.8521,-4.401177,1.165402,0.5947696,-1435.4289999999999,1645.24,-167.9895,-4.550871,3.144972,-0.8156554,-852.76,720.5608,-11.21032,-5.978485,1.8545779999999998,-0.0532861,-1349.306,1358.263,227.4602,-4.819105,2.954501,-0.3268479,-1555.84,349.5365,38.80762,-4.146821,3.415376,0.01135791,-860.1994,886.6554,-310.4407,-4.307048,1.873068,0.36400809999999995,-1767.32,284.3187,570.5862,-4.284233,3.883744,0.12966760000000002,-1527.8629999999998,1607.0020000000002,495.1502,-4.878953,3.349326,0.2556938,-638.3519,-761.4123,-254.1359,-4.586882,1.3853469999999999,1.06799
425.0,-202.772,-106.3976,468.6302,-5.222295,0.41795070000000006,0.0398986,-545.0889,836.3565,524.4465,-4.41257,1.175019,0.5940408,-1439.985,1648.391,-168.8053,-4.561175,3.1549169999999997,-0.8155340999999999,-858.744,722.4222,-11.26365,-5.989501000000001,1.867686,-0.05335746,-1354.13,1361.224,227.1331,-4.829514,2.965041,-0.3272127,-1559.9920000000002,352.9572,38.818909999999995,-4.156973000000001,3.4244269999999997,0.01122502,-864.5119,888.5334,-310.0765,-4.3180510000000005,1.882475,0.36430450000000003,-1771.609,288.2082,570.7156,-4.294126,3.893099,0.1288809,-1532.747,1610.3570000000002,495.4056,-4.889144,3.359997,0.2549999,-642.9444,-760.0218,-253.0677,-4.5981510000000005,1.395375,1.068217
426.0,-208.0002,-105.9739,468.6698,-5.234099,0.4293855,0.03923768,-549.5072,837.5364,525.0402,-4.423958,1.18466,0.5933111999999999,-1444.5520000000001,1651.5510000000002,-169.6209,-4.571472,3.164885,-0.815412,-864.739,724.2966,-11.31705,-6.000509,1.8808169999999997,-0.05342889,-1358.965,1364.194,226.8057,-4.8399160000000006,2.975603,-0.3275772,-1564.154,356.3869,38.83007,-4.167118,3.433499,0.01109199,-868.8355,890.4208,-309.712,-4.3290489999999995,1.891906,0.3646003,-1775.908,292.107,570.8441,-4.304014,3.9024739999999998,0.12809389999999998,-1537.641,1613.723,495.6603,-4.899329,3.3706910000000003,0.2543056,-647.5482,-758.6212,-251.9993,-4.609414,1.405427,1.068443
427.0,-213.2402,-105.5388,468.7087,-5.245897,0.44084629999999997,0.03857657,-553.9368,838.726,525.6332,-4.43534,1.1943270000000001,0.5925807,-1449.128,1654.7220000000002,-170.4365,-4.581764,3.174876,-0.815289,-870.745,726.1843,-11.370519999999999,-6.0115099999999995,1.893973,-0.05350039,-1363.81,1367.1760000000002,226.4778,-4.850312000000001,2.9861880000000003,-0.3279415,-1568.326,359.8258,38.8411,-4.177258999999999,3.442594,0.01095881,-873.17,892.3177,-309.3472,-4.340041,1.901362,0.3648955,-1780.217,296.0152,570.9718,-4.313896,3.9118720000000002,0.1273067,-1542.546,1617.1,495.9143,-4.909508,3.381408,0.2536109,-652.1633,-757.2106,-250.9306,-4.620671,1.415503,1.068668
428.0,-218.492,-105.0921,468.747,-5.257689,0.452333,0.03791529,-558.3778,839.9253,526.2255,-4.446716,1.204018,0.5918494000000001,-1453.715,1657.902,-171.2519,-4.59205,3.184889,-0.8151651,-876.762,728.0851,-11.42406,-6.0225029999999995,1.9071529999999999,-0.05357196,-1368.665,1370.168,226.1496,-4.860702,2.996796,-0.3283055,-1572.5079999999998,363.2737,38.85199,-4.187394,3.451712,0.01082548,-877.5155,894.2241,-308.9821,-4.3510279999999995,1.910841,0.3651902,-1784.536,299.9328,571.0988,-4.323772,3.9212919999999998,0.1265191,-1547.46,1620.4879999999998,496.1676,-4.919681,3.392146,0.2529157,-656.7896,-755.7899,-249.8618,-4.6319230000000005,1.425605,1.068891
429.0,-223.7556,-104.634,468.7845,-5.2694730000000005,0.4638457,0.03725382,-562.8302,841.1343,526.817,-4.458087,1.213735,0.5911171,-1458.3129999999999,1661.0929999999998,-172.0671,-4.60233,3.194925,-0.8150404,-882.79,729.9991,-11.47768,-6.033489,1.9203569999999999,-0.05364359,-1373.531,1373.171,225.8211,-4.871086,3.007427,-0.3286692,-1576.701,366.7308,38.86275,-4.197525,3.4608519999999996,0.01069201,-881.8721,896.1399,-308.6167,-4.362009,1.920345,0.36548420000000004,-1788.864,303.8599,571.2249,-4.333643,3.930733,0.12573130000000002,-1552.385,1623.886,496.4202,-4.9298470000000005,3.402908,0.2522201,-661.4271,-754.3591,-248.7927,-4.643169,1.4357309999999999,1.069112
430.0,-229.0309,-104.1644,468.8215,-5.281251999999999,0.4753844,0.03659218,-567.294,842.353,527.4078,-4.4694519999999995,1.2234770000000001,0.5903841,-1462.92,1664.2939999999999,-172.8823,-4.612605,3.2049830000000004,-0.8149148,-888.829,731.9263,-11.531360000000001,-6.044467,1.933586,-0.05371528,-1378.408,1376.184,225.4922,-4.881464,3.018081,-0.3290327,-1580.9029999999998,370.197,38.87338,-4.207649,3.470014,0.01055839,-886.2396,898.0653,-308.251,-4.372984,1.929873,0.3657777,-1793.203,307.7964,571.3503,-4.343509,3.940196,0.1249431,-1557.32,1627.295,496.6722,-4.940008,3.4136910000000005,0.25152399999999997,-666.0759,-752.9182,-247.7233,-4.654408,1.445882,1.069332
431.0,-234.3181,-103.6832,468.8577,-5.293023000000001,0.4869489000000001,0.03593035,-571.7691,843.5815,527.9979,-4.480811,1.233243,0.5896501000000001,-1467.5379999999998,1667.504,-173.6973,-4.6228739999999995,3.215065,-0.8147883,-894.879,733.8667,-11.58512,-6.055438,1.946838,-0.05378705,-1383.2939999999999,1379.2079999999999,225.1629,-4.891836,3.0287580000000003,-0.3293958,-1585.116,373.6724,38.88388,-4.2177690000000005,3.4791980000000002,0.01042463,-890.618,900.0002,-307.8851,-4.383954,1.939425,0.36607059999999997,-1797.5510000000002,311.7424,571.4749,-4.353369,3.9496800000000003,0.1241547,-1562.265,1630.715,496.9234,-4.950162000000001,3.424497,0.25082750000000004,-670.7359,-751.4671,-246.6538,-4.665642,1.456058,1.069551
432.0,-239.617,-103.1904,468.8933,-5.304787999999999,0.4985394,0.03526836,-576.2556,844.8198,528.5872,-4.492165,1.2430350000000001,0.5889154000000001,-1472.1660000000002,1670.725,-174.5122,-4.633136,3.225168,-0.8146609,-900.9399,735.8205,-11.63895,-6.066401,1.960115,-0.05385887,-1388.191,1382.243,224.8332,-4.902202,3.039457,-0.3297587,-1589.339,377.157,38.89424,-4.227883,3.488405,0.01029073,-895.0075,901.9446,-307.5188,-4.394919,1.9490020000000001,0.36636290000000005,-1801.91,315.6979,571.5987,-4.363224,3.959186,0.123366,-1567.22,1634.146,497.1739,-4.96031,3.435325,0.2501305,-675.4072,-750.0058,-245.584,-4.67687,1.466259,1.069768
433.0,-244.9276,-102.686,468.9283,-5.316546,0.5101558,0.03460619,-580.7535,846.0678,529.1758,-4.503513,1.252852,0.5881797,-1476.8039999999999,1673.9560000000001,-175.327,-4.643393,3.2352950000000003,-0.8145326999999999,-907.0118,737.7875,-11.69285,-6.077356,1.973416,-0.05393076,-1393.099,1385.2879999999998,224.5032,-4.912561,3.050179,-0.33012140000000006,-1593.5720000000001,380.6508,38.90446,-4.237991,3.497633,0.01015669,-899.4079,903.8987,-307.1522,-4.4058779999999995,1.958602,0.3666547,-1806.2779999999998,319.6629,571.7217,-4.373073000000001,3.968714,0.1225771,-1572.1860000000001,1637.5870000000002,497.4238,-4.970451000000001,3.4461760000000004,0.24943310000000002,-680.0897,-748.5343,-244.514,-4.688093,1.476484,1.069984
434.0,-250.25,-102.17,468.9625,-5.328298,0.5217980999999999,0.03394385,-585.2626,847.3257,529.7637,-4.514855000000001,1.262693,0.5874431999999999,-1481.453,1677.1970000000001,-176.1416,-4.653645,3.245444,-0.8144036,-913.0946,739.7678,-11.746830000000001,-6.088304,1.986741,-0.0540027,-1398.016,1388.344,224.1729,-4.922914,3.060924,-0.3304837,-1597.815,384.1539,38.91455,-4.248094999999999,3.5068839999999994,0.01002251,-903.8192,905.8624,-306.7854,-4.416831,1.968227,0.36694590000000005,-1810.656,323.6374,571.8439,-4.382917,3.978264,0.12178779999999999,-1577.161,1641.04,497.6729,-4.980587,3.4570489999999996,0.24873530000000002,-684.7834,-747.0525,-243.4438,-4.6993089999999995,1.486734,1.070198
435.0,-255.5842,-101.6423,468.9962,-5.3400419999999995,0.5334663000000001,0.03328134,-589.7832,848.5935,530.3508,-4.526192,1.2725600000000001,0.5867059,-1486.111,1680.4479999999999,-176.9561,-4.66389,3.255615,-0.8142736,-919.1884,741.7615,-11.80087,-6.099245,2.00009,-0.05407471,-1402.944,1391.411,223.8421,-4.933261,3.0716919999999996,-0.3308458,-1602.068,387.6662,38.92451,-4.258193,3.5161580000000003,0.009888188000000001,-908.2415,907.8357,-306.4182,-4.427779,1.9778759999999997,0.36723649999999997,-1815.0439999999999,327.6216,571.9653,-4.392755,3.987835,0.12099829999999999,-1582.1470000000002,1644.503,497.9214,-4.990716,3.467944,0.24803699999999998,-689.4883,-745.5605,-242.3734,-4.710519000000001,1.497008,1.070411
436.0,-260.9301,-101.103,469.0291,-5.351780000000001,0.5451603,0.03261866,-594.315,849.8711,530.9372,-4.537523,1.2824520000000001,0.5859677,-1490.78,1683.71,-177.7705,-4.674129,3.265809,-0.8141428,-925.2931,743.7686,-11.854989999999999,-6.110176999999999,2.0134630000000002,-0.05414678,-1407.8829999999998,1394.489,223.511,-4.943601999999999,3.0824830000000003,-0.33120759999999994,-1606.3310000000001,391.1879,38.93434,-4.268285,3.5254529999999997,0.009753729000000001,-912.6748,909.8187,-306.0508,-4.438721,1.9875479999999999,0.3675265,-1819.441,331.6153,572.0859,-4.4025870000000005,3.9974279999999998,0.12020850000000001,-1587.142,1647.977,498.1691,-5.000839,3.478861,0.24733829999999998,-694.2044,-744.0582,-241.3028,-4.721724,1.507308,1.070622
437.0,-266.2878,-100.5519,469.0614,-5.363512,0.5568801,0.03195581,-598.8582,851.1587,531.5228,-4.5488480000000004,1.292368,0.5852286999999999,-1495.46,1686.981,-178.5848,-4.684362999999999,3.276026,-0.8140109999999999,-931.4087,745.789,-11.909180000000001,-6.121102,2.0268599999999997,-0.0542189,-1412.832,1397.578,223.1796,-4.953937000000001,3.093296,-0.3315691,-1610.605,394.7188,38.94402,-4.278373,3.534771,0.009619134,-917.119,911.8113,-305.6831,-4.449657,1.9972450000000002,0.36781590000000003,-1823.849,335.6186,572.2058,-4.412414,4.007042,0.1194184,-1592.148,1651.4620000000002,498.4161,-5.010955,3.4898010000000004,0.24663920000000003,-698.9317,-742.5455,-240.232,-4.732922,1.5176319999999999,1.070832
438.0,-271.6572,-99.98915,469.093,-5.375236,0.5686259,0.0312928,-603.4127,852.4561,532.1077,-4.560167,1.30231,0.5844888,-1500.149,1690.263,-179.3989,-4.69459,3.286265,-0.8138784,-937.5353,747.8228,-11.96344,-6.1320190000000006,2.040282,-0.05429108,-1417.7910000000002,1400.6770000000001,222.8478,-4.964265,3.104132,-0.3319303,-1614.888,398.2591,38.95358,-4.288454,3.544111,0.009484403,-921.5741,913.8137,-305.3151,-4.4605879999999996,2.006966,0.36810479999999995,-1828.266,339.6315,572.3248,-4.422236,4.016679,0.118628,-1597.164,1654.9589999999998,498.6625,-5.021065,3.5007629999999996,0.2459396,-703.6702,-741.0226,-239.1609,-4.744114,1.527981,1.071041
439.0,-277.0382,-99.4146,469.124,-5.386954,0.5803974000000001,0.03062963,-607.9785,853.7636,532.6919,-4.5714809999999995,1.312276,0.5837481,-1504.849,1693.555,-180.2129,-4.704812,3.296526,-0.8137449999999999,-943.6727,749.8701,-12.01778,-6.1429290000000005,2.053727,-0.05436332,-1422.76,1403.787,222.5156,-4.9745870000000005,3.114991,-0.3322912,-1619.181,401.8087,38.963,-4.298531,3.5534730000000003,0.009349537,-926.0401,915.8258,-304.9468,-4.471514,2.016711,0.3683931,-1832.693,343.6541,572.4431,-4.432052,4.026336,0.11783740000000001,-1602.19,1658.4660000000001,498.9081,-5.031169,3.511747,0.2452397,-708.4199,-739.4893,-238.0897,-4.755301,1.538354,1.071248
440.0,-282.4311,-98.82826999999999,469.1543,-5.398665,0.5921947,0.0299663,-612.5557,855.081,533.2753,-4.582789,1.322267,0.5830065999999999,-1509.559,1696.858,-181.0267,-4.715028,3.30681,-0.8136106,-949.8211,751.9308,-12.072189999999999,-6.153830999999999,2.067196,-0.05443562,-1427.74,1406.908,222.1831,-4.984903,3.125873,-0.3326519,-1623.485,405.3677,38.97228,-4.308601,3.562857,0.009214538000000001,-930.5171,917.8477,-304.5782,-4.482433,2.026481,0.3686808,-1837.13,347.6864,572.5606,-4.441862,4.036016,0.1170465,-1607.227,1661.984,499.1531,-5.0412669999999995,3.522754,0.24453930000000001,-713.1808,-737.9455,-237.0182,-4.766481,1.5487520000000001,1.071453
441.0,-287.8356,-98.23012,469.1839,-5.4103699999999995,0.6040179,0.0293028,-617.1441,856.4084,533.858,-4.594091000000001,1.332284,0.5822642,-1514.279,1700.17,-181.8405,-4.725237,3.3171169999999996,-0.8134754,-955.9804,754.0051,-12.126669999999999,-6.164725,2.08069,-0.05450796,-1432.73,1410.04,221.8501,-4.995213,3.136777,-0.3330123,-1627.799,408.9361,38.981429999999996,-4.318667,3.572264,0.009079406,-935.005,919.8794,-304.2093,-4.493347,2.036274,0.36896799999999996,-1841.5770000000002,351.7284,572.6773,-4.451666,4.045717,0.1162553,-1612.273,1665.513,499.3973,-5.0513580000000005,3.533782,0.2438384,-717.9529,-736.3914,-235.9465,-4.7776559999999995,1.559174,1.071657
442.0,-293.2518,-97.62014,469.2129,-5.422067,0.6158668,0.02863915,-621.7439,857.7458,534.44,-4.605388,1.342325,0.581521,-1519.009,1703.493,-182.6541,-4.735441000000001,3.327446,-0.8133391999999999,-962.1506,756.0928,-12.18122,-6.175612,2.094207,-0.05458037,-1437.73,1413.183,221.5169,-5.005516,3.147704,-0.3333723,-1632.122,412.5139,38.99044,-4.328727,3.581693,0.008944143,-939.5038,921.9208,-303.8402,-4.504256,2.046091,0.3692546,-1846.033,355.7801,572.7931,-4.4614650000000005,4.055439,0.1154639,-1617.329,1669.0529999999999,499.6409,-5.061443,3.544833,0.24313720000000003,-722.7361,-734.8269,-234.8747,-4.788824,1.5696219999999999,1.07186
